#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,height,weight,base_experience,sprites
656,Alomomola,Water,Normal,165,75,80,40,45,65,5,False,12,316,165,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/alomomola.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/alomomola.gif'}"
657,Joltik,Bug,Electric,50,47,50,57,50,65,5,False,1,6,64,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/joltik.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/joltik.gif'}"
658,Galvantula,Bug,Electric,70,77,60,97,60,108,5,False,8,143,165,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/galvantula.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/galvantula.gif'}"
659,Ferroseed,Grass,Steel,44,50,91,24,86,10,5,False,6,188,61,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/ferroseed.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/ferroseed.gif'}"
660,Ferrothorn,Grass,Steel,74,94,131,54,116,20,5,False,10,1100,171,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/ferrothorn.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/ferrothorn.gif'}"
661,Klink,Steel,Normal,40,55,70,45,60,30,5,False,3,210,60,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/klink.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/klink.gif'}"
662,Klang,Steel,Normal,60,80,95,70,85,50,5,False,6,510,154,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/klang.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/klang.gif'}"
663,Klinklang,Steel,Normal,60,100,115,70,85,90,5,False,6,810,234,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/klinklang.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/klinklang.gif'}"
664,Tynamo,Electric,Normal,35,55,40,45,40,60,5,False,2,3,55,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/tynamo.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/tynamo.gif'}"
665,Eelektrik,Electric,Normal,65,85,70,75,70,40,5,False,12,220,142,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/eelektrik.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/eelektrik.gif'}"
666,Eelektross,Electric,Normal,85,115,80,105,80,50,5,False,21,805,232,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/eelektross.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/eelektross.gif'}"
667,Elgyem,Psychic,Normal,55,55,55,85,55,30,5,False,5,90,67,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/elgyem.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/elgyem.gif'}"
668,Beheeyem,Psychic,Normal,75,75,75,125,95,40,5,False,10,345,170,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/beheeyem.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/beheeyem.gif'}"
669,Litwick,Ghost,Fire,50,30,55,65,55,20,5,False,3,31,55,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/litwick.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/litwick.gif'}"
670,Lampent,Ghost,Fire,60,40,60,95,60,55,5,False,6,130,130,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/lampent.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/lampent.gif'}"
671,Chandelure,Ghost,Fire,60,55,90,145,90,80,5,False,10,343,234,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/chandelure.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/chandelure.gif'}"
672,Axew,Dragon,Normal,46,87,60,30,40,57,5,False,6,180,64,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/axew.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/axew.gif'}"
673,Fraxure,Dragon,Normal,66,117,70,40,50,67,5,False,10,360,144,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/fraxure.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/fraxure.gif'}"
674,Haxorus,Dragon,Normal,76,147,90,60,70,97,5,False,18,1055,243,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/haxorus.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/haxorus.gif'}"
675,Cubchoo,Ice,Normal,55,70,40,60,40,40,5,False,5,85,61,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cubchoo.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cubchoo.gif'}"
676,Beartic,Ice,Normal,95,110,80,70,80,50,5,False,26,2600,177,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/beartic.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/beartic.gif'}"
677,Cryogonal,Ice,Normal,70,50,30,95,135,105,5,False,11,1480,180,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cryogonal.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cryogonal.gif'}"
678,Shelmet,Bug,Normal,50,40,85,40,65,25,5,False,4,77,61,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/shelmet.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/shelmet.gif'}"
679,Accelgor,Bug,Normal,80,70,40,100,60,145,5,False,8,253,173,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/accelgor.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/accelgor.gif'}"
680,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,False,7,110,165,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/stunfisk.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/stunfisk.gif'}"
681,Mienfoo,Fighting,Normal,45,85,50,55,50,65,5,False,9,200,70,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/mienfoo.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/mienfoo.gif'}"
682,Mienshao,Fighting,Normal,65,125,60,95,60,105,5,False,14,355,179,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/mienshao.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/mienshao.gif'}"
683,Druddigon,Dragon,Normal,77,120,90,60,90,48,5,False,16,1390,170,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/druddigon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/druddigon.gif'}"
684,Golett,Ground,Ghost,59,74,50,35,50,35,5,False,10,920,61,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/golett.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/golett.gif'}"
685,Golurk,Ground,Ghost,89,124,80,55,80,55,5,False,28,3300,169,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/golurk.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/golurk.gif'}"
686,Pawniard,Dark,Steel,45,85,70,40,40,60,5,False,5,102,68,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/pawniard.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/pawniard.gif'}"
687,Bisharp,Dark,Steel,65,125,100,60,70,70,5,False,16,700,172,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/bisharp.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/bisharp.gif'}"
688,Bouffalant,Normal,Normal,95,110,95,40,95,55,5,False,16,946,172,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/bouffalant.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/bouffalant.gif'}"
689,Rufflet,Normal,Flying,70,83,50,37,50,60,5,False,5,105,70,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/rufflet.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/rufflet.gif'}"
690,Braviary,Normal,Flying,100,123,75,57,75,80,5,False,15,410,179,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/braviary.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/braviary.gif'}"
691,Vullaby,Dark,Flying,70,55,75,45,65,60,5,False,5,90,74,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/vullaby.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/vullaby.gif'}"
692,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False,12,395,179,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/mandibuzz.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/mandibuzz.gif'}"
693,Heatmor,Fire,Normal,85,97,66,105,66,65,5,False,14,580,169,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/heatmor.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/heatmor.gif'}"
694,Durant,Bug,Steel,58,109,112,48,48,109,5,False,3,330,169,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/durant.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/durant.gif'}"
695,Deino,Dark,Dragon,52,65,50,45,50,38,5,False,8,173,60,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/deino.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/deino.gif'}"
696,Zweilous,Dark,Dragon,72,85,70,65,70,58,5,False,14,500,147,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/zweilous.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/zweilous.gif'}"
697,Hydreigon,Dark,Dragon,92,105,90,125,90,98,5,False,18,1600,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/hydreigon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/hydreigon.gif'}"
698,Larvesta,Bug,Fire,55,85,55,50,55,60,5,False,11,288,72,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/larvesta.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/larvesta.gif'}"
699,Volcarona,Bug,Fire,85,60,65,135,105,100,5,False,16,460,248,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/volcarona.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/volcarona.gif'}"
700,Cobalion,Steel,Fighting,91,90,129,90,72,108,5,True,21,2500,261,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cobalion.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cobalion.gif'}"
701,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,True,19,2600,261,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/terrakion.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/terrakion.gif'}"
702,Virizion,Grass,Fighting,91,90,72,90,129,108,5,True,20,2000,261,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/virizion.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/virizion.gif'}"
707,Reshiram,Dragon,Fire,100,120,100,150,120,90,5,True,32,3300,306,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/reshiram.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/reshiram.gif'}"
708,Zekrom,Dragon,Electric,100,150,120,120,100,90,5,True,29,3450,306,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/zekrom.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/zekrom.gif'}"
711,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,True,30,3250,297,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/kyurem.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/kyurem.gif'}"
718,Genesect,Bug,Steel,71,120,95,120,95,99,5,False,15,825,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/genesect.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/genesect.gif'}"
719,Chespin,Grass,Normal,56,61,65,48,45,38,6,False,4,90,63,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/chespin.png'}
720,Quilladin,Grass,Normal,61,78,95,56,58,57,6,False,7,290,142,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/quilladin.png'}
721,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,False,16,900,239,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/chesnaught.png'}
722,Fennekin,Fire,Normal,40,45,40,62,60,60,6,False,4,94,61,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/fennekin.png'}
723,Braixen,Fire,Normal,59,59,58,90,70,73,6,False,10,145,143,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/braixen.png'}
724,Delphox,Fire,Psychic,75,69,72,114,100,104,6,False,15,390,240,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/delphox.png'}
725,Froakie,Water,Normal,41,56,40,62,44,71,6,False,3,70,63,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/froakie.png'}
726,Frogadier,Water,Normal,54,63,52,83,56,97,6,False,6,109,142,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/frogadier.png'}
727,Greninja,Water,Dark,72,95,67,103,71,122,6,False,15,400,239,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/greninja.png'}
728,Bunnelby,Normal,Normal,38,36,38,32,36,57,6,False,4,50,47,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/bunnelby.png'}
729,Diggersby,Normal,Ground,85,56,77,50,77,78,6,False,10,424,148,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/diggersby.png'}
730,Fletchling,Normal,Flying,45,50,43,40,38,62,6,False,3,17,56,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/fletchling.png'}
731,Fletchinder,Fire,Flying,62,73,55,56,52,84,6,False,7,160,134,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/fletchinder.png'}
732,Talonflame,Fire,Flying,78,81,71,74,69,126,6,False,12,245,175,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/talonflame.png'}
733,Scatterbug,Bug,Normal,38,35,40,27,25,35,6,False,3,25,40,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/scatterbug.png'}
734,Spewpa,Bug,Normal,45,22,60,27,30,29,6,False,3,84,75,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/spewpa.png'}
735,Vivillon,Bug,Flying,80,52,50,90,50,89,6,False,12,170,185,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/vivillon.png'}
736,Litleo,Fire,Normal,62,50,58,73,54,72,6,False,6,135,74,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/litleo.png'}
737,Pyroar,Fire,Normal,86,68,72,109,66,106,6,False,15,815,177,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/pyroar.png'}
739,Floette,Fairy,Normal,54,45,47,75,98,52,6,False,2,9,130,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/floette.png'}
740,Florges,Fairy,Normal,78,65,68,112,154,75,6,False,11,100,248,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/florges.png'}
741,Skiddo,Grass,Normal,66,65,48,62,57,52,6,False,9,310,70,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/skiddo.png'}
742,Gogoat,Grass,Normal,123,100,62,97,81,68,6,False,17,910,186,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/gogoat.png'}
743,Pancham,Fighting,Normal,67,82,62,46,48,43,6,False,6,80,70,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/pancham.png'}
744,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,False,21,1360,173,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/pangoro.png'}
745,Furfrou,Normal,Normal,75,80,60,65,90,102,6,False,12,280,165,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/furfrou.png'}
746,Espurr,Psychic,Normal,62,48,54,63,60,68,6,False,3,35,71,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/espurr.png'}
749,Honedge,Steel,Ghost,45,80,100,35,37,28,6,False,8,20,65,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/honedge.png'}
750,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False,8,45,157,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/doublade.png'}
753,Spritzee,Fairy,Normal,78,52,60,63,65,23,6,False,2,5,68,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/spritzee.png'}
754,Aromatisse,Fairy,Normal,101,72,72,99,89,29,6,False,8,155,162,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/aromatisse.png'}
755,Swirlix,Fairy,Normal,62,48,66,59,57,49,6,False,4,35,68,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/swirlix.png'}
756,Slurpuff,Fairy,Normal,82,80,86,85,75,72,6,False,8,50,168,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/slurpuff.png'}
757,Inkay,Dark,Psychic,53,54,53,37,46,45,6,False,4,35,58,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/inkay.png'}
758,Malamar,Dark,Psychic,86,92,88,68,75,73,6,False,15,470,169,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/malamar.png'}
759,Binacle,Rock,Water,42,52,67,39,56,50,6,False,5,310,61,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/binacle.png'}
760,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False,13,960,175,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/barbaracle.png'}
761,Skrelp,Poison,Water,50,60,60,60,60,30,6,False,5,73,64,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/skrelp.png'}
762,Dragalge,Poison,Dragon,65,75,90,97,123,44,6,False,18,815,173,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/dragalge.png'}
763,Clauncher,Water,Normal,50,53,62,58,63,44,6,False,5,83,66,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/clauncher.png'}
764,Clawitzer,Water,Normal,71,73,88,120,89,59,6,False,13,353,100,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/clawitzer.png'}
765,Helioptile,Electric,Normal,44,38,33,61,43,70,6,False,5,60,58,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/helioptile.png'}
766,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,False,10,210,168,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/heliolisk.png'}
767,Tyrunt,Rock,Dragon,58,89,77,45,45,48,6,False,8,260,72,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/tyrunt.png'}
768,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,6,False,25,2700,182,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/tyrantrum.png'}
769,Amaura,Rock,Ice,77,59,50,67,63,46,6,False,13,252,72,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/amaura.png'}
770,Aurorus,Rock,Ice,123,77,72,99,92,58,6,False,27,2250,104,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/aurorus.png'}
771,Sylveon,Fairy,Normal,95,65,65,110,130,60,6,False,10,235,184,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/sylveon.png'}
772,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False,8,215,175,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/hawlucha.png'}
773,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,False,2,22,151,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/dedenne.png'}
774,Carbink,Rock,Fairy,50,50,150,50,150,50,6,False,3,57,100,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/carbink.png'}
775,Goomy,Dragon,Normal,45,50,35,55,75,40,6,False,3,28,60,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/goomy.png'}
776,Sliggoo,Dragon,Normal,68,75,53,83,113,60,6,False,8,175,158,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/sliggoo.png'}
777,Goodra,Dragon,Normal,90,100,70,110,150,80,6,False,20,1505,270,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/goodra.png'}
778,Klefki,Steel,Fairy,57,80,91,80,87,75,6,False,2,30,165,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/klefki.png'}
779,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False,4,70,62,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/phantump.png'}
780,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,False,15,710,166,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/trevenant.png'}
789,Bergmite,Ice,Normal,55,69,85,32,35,28,6,False,10,995,61,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/bergmite.png'}
790,Avalugg,Ice,Normal,95,117,184,44,46,28,6,False,20,5050,180,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/avalugg.png'}
791,Noibat,Flying,Dragon,40,30,35,45,40,55,6,False,5,80,49,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/noibat.png'}
792,Noivern,Flying,Dragon,85,70,80,97,80,123,6,False,15,850,187,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/noivern.png'}
793,Xerneas,Fairy,Normal,126,131,95,131,98,99,6,True,30,2150,306,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/xerneas.png'}
794,Yveltal,Dark,Flying,126,131,95,131,98,99,6,True,58,2030,306,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/yveltal.png'}
796,Diancie,Rock,Fairy,50,100,150,100,150,50,6,True,7,88,270,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/diancie.png'}
800,Volcanion,Fire,Water,80,110,120,130,90,70,6,True,17,1950,270,{'normal': 'http://img.pokemondb.net/sprites/x-y/normal/volcanion.png'}
